SKU,Produto,Peso,Preço,Categoria,Estoque,Descrição,Imagem
"QV886TX2F","Kit La Boue Blanc Eco Belle Argila Branca 500ml","","380","Kits Ecobelle","Em estoque","O Shampoo Quartzo La Boue Branc com Avelã Eco Belle é um produto de alto desempenho na limpeza capilar. Limpa sem agredir os fios, proporcionando uma reposição de vitaminas e sais minerais. O Extrato de Avelã tem ação emoliente, amaciante e suavizante, permitindo que os cabelos sejam nutridos já na lavagem. A Máscara para Tratamento de Alta Performance à base de Argila Branca com Aquiléia da Eco Belle possui fórmula especial para os cuidados dos cabelos. O extrato de Aquileia possui propriedade adstringente e reduz a secreção sebácea. Age como anti-inflamatório, cicatrizante e antisséptico.﻿Produto de última geração em Cosmético Profissional. O Selante Capilar La Boue Blanc Eco Belle contém ativos de alta tecnologia que selam os fios e devolvem as vitaminas perdidas em processos químicos e outras agressões diárias. Contém PCA Sódico e Arginina que agem protegendo a cor dos fios. Resultado: Cabelos nutridos e protegidos","https://images.yampi.me/assets/stores/grupo-ecobelle/uploads/images/kit-la-boue-blanc-eco-belle-argila-branca-500ml-6479f62ed6204-large.png"
"PML3C9J4M","Kit La Boue Blanc Home Care 3 Itens","","120","Kits Ecobelle","Em estoque","O Shampoo Reconstrutor La Boue Blanc Home Care foi desenvolvido para cuidar dos cabelos em casa com resultado de salão! Unindo os Extratos de Aloe Vera e Jaborandi, o Shampoo Home Care La Boue Blanc traz para os cabelos propriedades importantes que restauram e protegem a fibra capilar. O Extrato de Jaborandi auxilia no tratamento contra a queda capilar. O Condicionador Fortalecedor Home Care La Boue Blanc veio para complementar os cuidados com os cabelos promovendo efeito de salão! Com ativos de última geração, o Condicionador Fortalecedor nutre profundamente os cabelos e protege contra danos diários que afetam diretamente a fibra capilar. O Extrato de Mandioca fortalece e hidrata enquanto o �"leo de Girassol age controlando o frizz, nutrindo, prevenindo contra quebra e a queda dos cabelos.Com o Gloss Finalizador Home Care La Boue Blanc você deixa seus cabelos nutridos e macios. Sua fórmula contém silicones especiais que repõe as vitaminas e minerais perdidos em processos químicos. Elaborado para finalizar os cuidados em casa e deixar os cabelos com resultado do salão. Contém �"leo de Amêndoas que oferece hidratação aos fios, evitando que a água dos cabelos evapore com facilidade evitando ressecamento.","https://images.yampi.me/assets/stores/grupo-ecobelle/uploads/images/kit-la-boue-blanc-home-care-3-itens-6479fa8b93395-large.png"
"9FNYY9DS2","Kit La Boue Verte EcoBelle 500ml","","380","Kits Ecobelle","Em estoque","O Shampoo Quartzo La Boue Verte com Aloe Vera Eco Belle é um produto de alto desempenho na limpeza capilar. Limpa sem agredir os fios, proporcionando uma reposição de vitaminas e sais minerais. Contém Aloe Vera que tem ação emoliente, cicatrizante, tonificante, entre outros benefícios. Os Polímeros multifuncionais proporcionam uma excelente lubricidade aos cabelos e um brilho superior. A Máscara para Tratamento de Alta Performance à base de Argila Verde com Gerânio da Eco Belle possui fórmula especial para os cuidados dos cabelos. Composta por silicones nobres e polímeros multifuncionais que repõem as vitaminas e os sais minerais perdidos pelos processos químicos e agressões diárias nos cabelos. Entre inúmeros benefícios, o �"leo de Gerânio é perfeito para cabelos secos e oleosos. Age nas glândulas sebáceas presentes em nosso couro cabeludo regulando a secreção de sebo nutrindo e tonificando o couro cabeludo.O Selante Capilar La Boue Verte Eco Belle é um produto de última geração em Cosmético Profissional. Contém ativos de alta tecnologia que selam os fios e devolvem as vitaminas perdidas em processos químicos e outras agressões diárias. Contém PCA Sódico e Arginina que agem protegendo a cor dos fios. Os Polímeros Multifuncionais promovem alto teor lipídico aos fios tornando-os luminosos. Ajudam a fixação dos ativos proteicos e minerais em toda a extensão da fibra capilar. Produto que atua como condicionante e restaurador dos fios.","https://images.yampi.me/assets/stores/grupo-ecobelle/uploads/images/kit-la-boue-verte-ecobelle-500ml-6479ff54d628c-large.png"
"9YJ4AHVMU","Kit La Boue Verte Home Care 3 Itens","","120","Kits Ecobelle","Em estoque","Formulado com Extrato de Chá Verde e Hortelã, o Shampoo Regenerador Home Care La Boue Verte cuida dos seus cabelos e promove resultado de salão! Limpa sem agredir os fios e com fragrância suave. Regenera e cuida de dentro para fora!O Condicionador Reestruturante Home Care La Boue Verte da Eco Belle age profundamente nos fios. Elaborado para continuar os cuidados dos cabelos em casa, o Condicionador Reestruturante possui em sua formulação o Extrato de Coco que devolve o brilho aos fios e a Proteína da Seda que hidrata e melhora a força elástica capilar, formando um filme nos cabelos, protegendo-os contra agentes externos agressivos.O Finalizador Home Care La Boue Verte da Eco Belle auxilia na regeneração dos fios danificados. Melhora a penteabilidade, repõe minerais e vitaminas e protege os cabelos. Com a Queratina que promove um tratamento mais profundo, os cabelos se recuperam de forma rápida.","https://images.yampi.me/assets/stores/grupo-ecobelle/uploads/images/kit-la-boue-verte-home-care-3-itens-647a01b4e038b-large.png"
"PM32Q8G3S","Kit Lama Vulcânica La Boue EcoBelle","","500","Kits Ecobelle","Em estoque","Shampoo Quartzo Liquide La Boue Eco Belle 500 mL Composto por microminerais, conjunto de elementos químicos inorgânicos necessários aos seres humanos, que desempenham diversas funções metabólicas no organismo, Oligoelementos: agentes normalizadores do sistema capilar reestruturadores da estrutura interna do fio e Quartzo Líquido: atuam como agentes microesfoliantes das cutículas danificadas e do couro cabeludo. Produto de alta performance na limpeza capilar, limpa sem agredir os fios promovendo uma microesfoliação, proporcionando uma deposição de microminerais. Bioenergizante e catalizador que restaura a vitalidade e a luminosidade da pele e dos cabelos. Desenvolvido com agentes surfactantes capazes de remover as sujidades dos cabelos e couro cabeludo por possuírem uma estrutura diferenciada. Além dos surfactantes o shampoo possui agentes condicionantes, que iniciam o processo de condicionamento da fibra durante a lavagem; aditivos funcionais, microminerais, oligoelementos, quartzo líquido e uma fragrância diferenciada, usada para atrair os consumidores e deixar nos cabelos um perfume agradável após a limpeza. Modo de uso: Com o cabelo molhado, aplicar na palma da mão uma pequena quantidade de produto, em seguida, distribuir uniformemente nos cabelos realizando uma massagem com as pontas dos dedos para cobrir toda a sua extensão, enxaguar. �? importante não esfregar ou aplicar diretamente o shampoo no comprimento do cabelo, a estrutura do cabelo não precisa de uma limpeza tão profunda como a pele e couro cabeludo. Repetir a aplicação se necessário. Siga para o passo 2.Máscara La Boue Eco Belle Dossier Noir 1.2 kg A Máscara La Boue Eco Belle Dossier Noir a base de argila vulcânica traz em sua composição elementos minerais fundamentais para o tratamento e saúde perfeita dos fios. A adesão de aminoácidos à estrutura capilar em sinergia com a ação de silicones aminofuncionais age profundamente recuperando o aspecto saudável dos fios, cauteriza as escamas com brilho e maciez superior, junto com polímeros formadores de filme especiais de alta performance e filtro solar que deixam os cabelos fortes e protegidos. Possui também em sua composição agentes catiônicos necessários para equilibrar as cargas estáticas dos cabelos, capazes de condicionar os fios, promovendo alta hidratação e suavidade, agentes emolientes, que promovem o condicionamento da fibra durante a aplicação, aditivos funcionais e uma fragrância diferenciada, usada para deixar nos cabelos um perfume agradável após o tratamento. Modo de uso: Após o uso do Shampoo Quartzo Liquide, aplique a Máscara La Boue Dossier Noir mecha a mecha começando pela nuca, do couro cabeludo ao comprimento. Deixe agir por 30 minutos ou até que a Lama seque nos cabelos. �? recomendável o auxílio de um secador. Enxágue. Siga com o passo 3 La Boue Mastic Noir.Selante Mastic Noir Eco Belle 500 mL Sua fórmula de alta tecnologia, sela os fios e proporciona aos cabelos um tratamento de alta performance, promovendo a proteção da cor dos fios. Sela a cutícula promovendo um alto brilho. Remove a porosidade causada por processos químicos que desestruturam a fibra capilar. Com a inovação tecnológica de ativo como o CMC capilar, que trata os fios intensamente deixando-os com aspecto de permeabilidade à água similar ao cabelo virgem. Com ativos de alta tecnologia, PCA sódico e Arginina: promove a proteção da cor dos fios. Ceramida: alta capacidade de hidratação e melhora a coesão das células na cutícula, recuperando as estruturas danificadas. Cisteína: importante aminoácido para saúde dos cabelos, rico em enxofre e essencial na formação da queratina. Polímeros multifuncionais: ajudam a fixação dos ativos proteicos e minerais em toda a extensão da fibra capilar. Possui também em sua composição agentes catiônicos necessários para equilibrar as cargas estáticas dos cabelos, capazes de condicionar os fios, promovendo alta hidratação e suavidade, agentes emolientes, que promovem o condicionamento da fibra durante a aplicação, aditivos funcionais e uma fragrância diferenciada, usada para atrair os consumidores e deixar nos cabelos um perfume agradável após o tratamento. Modo de uso: Após a aplicação e enxágue da La Boue Dossie Noir, seguir com o passo 3 Aplique o La Boue Mastic Noir, massageando os fios intensamente. Deixe agir por 10 minutos, enxágue abundantemente e seque com secador como de costume. Para um cuidado mais profundo, aplique regularmente.","https://images.yampi.me/assets/stores/grupo-ecobelle/uploads/images/kit-lama-vulcanica-la-boue-ecobelle-647a1eb05cb0c-large.png"
"8KWYN6U92","Kit Lama Vulcânica La Boue EcoBelle 300g","","250","Kits Ecobelle","Em estoque","Shampoo Quartzo Liquide La Boue Eco Belle 300 mL Composto por microminerais, conjunto de elementos químicos inorgânicos necessários aos seres humanos, que desempenham diversas funções metabólicas no organismo, Oligoelementos: agentes normalizadores do sistema capilar reestruturadores da estrutura interna do fio e Quartzo Líquido: atuam como agentes microesfoliantes das cutículas danificadas e do couro cabeludo. Produto de alta performance na limpeza capilar, limpa sem agredir os fios promovendo uma microesfoliação, proporcionando uma deposição de microminerais. Bioenergizante e catalizador que restaura a vitalidade e a luminosidade da pele e dos cabelos. Desenvolvido com agentes surfactantes capazes de remover as sujidades dos cabelos e couro cabeludo por possuírem uma estrutura diferenciada. Além dos surfactantes o shampoo possui agentes condicionantes, que iniciam o processo de condicionamento da fibra durante a lavagem; aditivos funcionais, microminerais, oligoelementos, quartzo líquido e uma fragrância diferenciada, usada para atrair os consumidores e deixar nos cabelos um perfume agradável após a limpeza. Modo de uso: Com o cabelo molhado, aplicar na palma da mão uma pequena quantidade de produto, em seguida, distribuir uniformemente nos cabelos realizando uma massagem com as pontas dos dedos para cobrir toda a sua extensão, enxaguar. �? importante não esfregar ou aplicar diretamente o shampoo no comprimento do cabelo, a estrutura do cabelo não precisa de uma limpeza tão profunda como a pele e couro cabeludo. Repetir a aplicação se necessário. Siga para o passo 2.Máscara La Boue Eco Belle Dossier Noir 300 g a base de argila vulcânica traz em sua composição elementos minerais fundamentais para o tratamento e saúde perfeita dos fios. A adesão de aminoácidos à estrutura capilar em sinergia com a ação de silicones aminofuncionais age profundamente recuperando o aspecto saudável dos fios, cauteriza as escamas com brilho e maciez superior, junto com polímeros formadores de filme especiais de alta performance e filtro solar que deixam os cabelos fortes e protegidos. Possui também em sua composição agentes catiônicos necessários para equilibrar as cargas estáticas dos cabelos, capazes de condicionar os fios, promovendo alta hidratação e suavidade, agentes emolientes, que promovem o condicionamento da fibra durante a aplicação, aditivos funcionais e uma fragrância diferenciada, usada para deixar nos cabelos um perfume agradável após o tratamento. Modo de uso: Após o uso do Shampoo Quartzo Liquide, aplique a Máscara La Boue Dossier Noir mecha a mecha começando pela nuca, do couro cabeludo ao comprimento. Deixe agir por 30 minutos ou até que a Lama seque nos cabelos. �? recomendável o auxílio de um secador. Enxágue. Siga com o passo 3 La Boue Mastic Noir.Selante Mastic Noir Eco Belle 300 mL Sua fórmula de alta tecnologia, sela os fios e proporciona aos cabelos um tratamento de alta performance, promovendo a proteção da cor dos fios. Sela a cutícula promovendo um alto brilho. Remove a porosidade causada por processos químicos que desestruturam a fibra capilar. Com a inovação tecnológica de ativo como o CMC capilar, que trata os fios intensamente deixando-os com aspecto de permeabilidade à água similar ao cabelo virgem. Com ativos de alta tecnologia, PCA sódico e Arginina: promove a proteção da cor dos fios. Ceramida: alta capacidade de hidratação e melhora a coesão das células na cutícula, recuperando as estruturas danificadas. Cisteína: importante aminoácido para saúde dos cabelos, rico em enxofre e essencial na formação da queratina. Polímeros multifuncionais: ajudam a fixação dos ativos proteicos e minerais em toda a extensão da fibra capilar. Possui também em sua composição agentes catiônicos necessários para equilibrar as cargas estáticas dos cabelos, capazes de condicionar os fios, promovendo alta hidratação e suavidade, agentes emolientes, que promovem o condicionamento da fibra durante a aplicação, aditivos funcionais e uma fragrância diferenciada, usada para atrair os consumidores e deixar nos cabelos um perfume agradável após o tratamento. Modo de uso: Após a aplicação e enxágue da La Boue Dossie Noir, seguir com o passo 3 Aplique o La Boue Mastic Noir, massageando os fios intensamente. Deixe agir por 10 minutos, enxágue abundantemente e seque com secador como de costume. Para um cuidado mais profundo, aplique regularmente. Produtos Relacionados","https://images.yampi.me/assets/stores/grupo-ecobelle/uploads/images/kit-lama-vulcanica-la-boue-ecobelle-300g-647a1f77743a3-large.png"
"FCVXNP2J9","Kit Liso Mágico Bela Pro","","80","Kits Bela Pro","Em estoque","A linha LISO MÁGICO BELA PRO, foi elaborada para cuidar dos cabelos lisos naturais ou quimicamente tratados. �? uma linha completa, que busca tratar o cabelo de dentro para fora, deixando- o com vida, reduzindo volume e frizz ou melhor, promove uma restauração da fibra após procedimentos químicos, que muita das vezes acabam prejudicando os fios. Conta com ativos de alta performance, que melhoram a saúde dos fios, dando maciez, brilho e um efeito liso prolongado.","https://images.yampi.me/assets/stores/grupo-ecobelle/uploads/images/kit-liso-magico-bela-pro-66c69de3c1f72-large.png"
"3L54PF3E4","Kit Manutenção Lama La Boue EcoBelle 300ml - 3 Itens","","120","Kits Ecobelle","Em estoque","Shampoo Remineralizante La Boue Eco Belle 300 ML protege os fios das agressões do dia a dia mantendo seus cabelos brilhantes, luminosos e saudáveis, graças aos minerais que o compõe. Desenvolvido com agentes surfactantes capazes de remover as sujidades dos cabelos e couro cabeludo por possuírem uma estrutura diferenciada. Além dos surfactantes o shampoo possui agentes condicionantes, que iniciam o processo de condicionamento da fibra durante a lavagem; aditivos funcionais e uma fragrância diferenciada, usada para deixar nos cabelos um perfume agradável após a limpeza. Modo de uso: Com o cabelo molhado, aplicar na palma da mão uma pequena quantidade de produto, em seguida, distribuir uniformemente nos cabelos realizando uma massagem com as pontas dos dedos para cobrir toda a sua extensão, enxaguar. �? importante não esfregar ou aplicar diretamente o shampoo no comprimento do cabelo, a estrutura do cabelo não precisa de uma limpeza tão profunda como a pele e couro cabeludo. Repetir a aplicação se necessário.Recondicionador Remineralizante La Boue Eco Belle 300 ml foi desenvolvido com agentes catiônicos necessários para equilibrar as cargas estáticas dos cabelos deixadas pelo shampoo, capazes de condicionar os fios, promovendo alta hidratação e suavidade por possuírem uma estrutura diferenciada. Além dos catiônicos, o condicionador possui agentes emolientes, que promovem o condicionamento da fibra durante a aplicação; aditivos funcionais e uma fragrância diferenciada, usada para nos cabelos um perfume agradável após o tratamento. Modo de Uso: Aplicar na palma da mão uma pequena quantidade de produto, em seguida, distribuir uniformemente nos cabelos realizando uma massagem com as pontas dos dedos para cobrir o comprimento e as pontas, evitando o couro cabeludo, deixar agir por alguns minutos e enxaguar.Loção Noturna La Boue Eco Belle 300 ml protege os fios das agressões do dia a dia e da radiação solar, com a formação de uma camada protetora, mantendo seus cabelos brilhantes, luminosos, macios, hidratados e efeito de cabelos nutridos, que são intensificados por agirem a noite toda. Desenvolvida com agentes catiônicos necessários para equilibrar as cargas estáticas dos cabelos, capazes de condicionar os fios, promovendo alta hidratação e suavidade, por possuírem uma estrutura diferenciada. Além dos catiônicos, a Loção Noturna possui agentes emolientes, silicones nobres, que promovem o condicionamento da fibra durante a aplicação; aditivos funcionais, aminoácidos capazes de agir sobre os fios promovendo o fortalecimento da estrutura capilar e reparação, polímeros formadores de filmes de alta performance e uma fragrância diferenciada, usada para deixar nos cabelos um perfume agradável após o tratamento. Modo de Uso: Após o uso do recondicionador La Boue, retire o excesso de água e aplique uma pequena quantidade da loção noturna La Boue apenas nas pontas e comprimento. Massageie e deixe agir por alguns minutos. Finalize como preferir.","https://images.yampi.me/assets/stores/grupo-ecobelle/uploads/images/kit-manutencao-lama-la-boue-ecobelle-300ml-3-itens-64f20fda924c9-large.png"
"5NNZ99JP9","Kit Luminilift Ação Clareadora EcoBelle Skin","","168,8","Kits Ecobelle","Em estoque","Kit Clareador Luminilift Renovação e Uniformização da PeleO Kit Clareador Luminilift combina dois passos essenciais para uma rotina completa de cuidado e uniformização da pele: esfoliação preparatória + tratamento clareador intensivo.Desenvolvido com ativos de alta performance, o kit auxilia na renovação da pele, melhora a aparência de manchas e promove luminosidade, deixando a pele com aspecto mais uniforme, revitalizado e saudável.O kit contém: - Creme Esfoliante UniformizadorPromove renovação celular através de microesferas renovadoras que auxiliam na remoção de células mortas e impurezas, preparando a pele para absorver melhor os ativos de tratamento. Sua fórmula conta com Alfa-Arbutin, ativo reconhecido por auxiliar na uniformização do tom da pele e melhora da aparência de manchas. Sérum Clareador Niacinamide 10%Fórmula com Niacinamida 10%, desenvolvida para auxiliar na uniformização da pele, controle da oleosidade e revitalização cutânea. Possui textura leve, rápida absorção e ação multifuncional para cuidados diários. Dermatologicamente testado Com estudos de eficácia Para todos os tipos de peleBenefícios e Claims* Ação clareadora* Renovação celular* Propriedades antioxidantes* Proteção contra luz azul* Auxilia no tratamento da acne vulgar* Adjuvante no cuidado da dermatite atópica e rosácea* Auxilia na uniformização do tom da pele* Controle da oleosidade e revitalização da peleModo de uso1. Aplique o Creme Esfoliante Uniformizador sobre a pele úmida, massageando suavemente em movimentos circulares. Enxágue completamente.2. Em seguida, aplique o Sérum Clareador sobre a pele limpa e seca até completa absorção.Para potencializar os resultados, utilize regularmente e associe ao uso diário de protetor solar.","https://images.yampi.me/assets/stores/grupo-ecobelle/uploads/images/kit-luminilift-acao-clareadora-ecobelle-skin-6a0e2cab0723a-large.png"
"Z87QB9DAE","Kit Matizador Silver EcoBelle 300ml - 3 Itens","","130","Kits Ecobelle","Em estoque","Grupo EcoBelle: A beleza natural, social e ambiental. Transbordando amor e empreendedorismo.","https://images.yampi.me/assets/stores/grupo-ecobelle/uploads/images/kit-manutencao-home-care-silver-ecobelle-300ml-3-itens-67412ba3969a3-large.png"
"YYYS5P629","Kit NutriSim Bela Pro","","133","Kits Bela Pro","Em estoque","A linha NutriSim Bela Pro foi desenvolvida com os mais poderosos ativos naturais para nutrir e revitalizar os fios secos, fracos ou quebradiços. A Manteiga de Karité presente na formulação contém Vitamina E com ação antioxidante, que remove células mortas e funciona como um excelente emoliente para os fios. Sua propriedade umectante auxilia na absorção e retenção da umidade dos cabelos. Outro poderoso ativo natural presente na composição é o �"leo de Coco rico em ácidos graxos e proteínas que ajudam no fortalecimento dos fios e protege contra a perda de proteína da fibra capilar, além de ter um alto poder de combate à pontas secas. Essa combinação de elementos é o que resulta em fios nutridos, macios e com brilho intenso, digno de salão de beleza! O kit Contém:1 Shampoo NutriSim 500 mL1 Condicionador NutriSim 500 mL1 Creme de Pentear NutriSim 500 mL1 Máscara NutriSim 300 g1 Ampolaço NutriSim 45 mL","https://images.yampi.me/assets/stores/grupo-ecobelle/uploads/images/kit-nutrisim-bela-pro-6a6a5d128a78f-large.jpeg"
"ZXQDEUV8V","Kit Pimenta Rosa Eco Belle","","120","Kits Ecobelle","Em estoque","Linha que tem como ativo principal o óleo de Pimenta Rosa proporcionando vários benefícios para os cabelos. Rica em vitaminas A, B1, B6, C e ácido fólico, dão aos cabelos brilho e força à medida que a capsaicina, outro composto do maravilhoso óleo de pimenta rosa, auxilia no crescimento dos fios por estimular a circulação do sangue e irrigar o bulbo capilar. Com esse misto de benefícios o resultado é de cabelos sedosos, cheios e com muito brilho!","https://images.yampi.me/assets/stores/grupo-ecobelle/uploads/images/kit-pimenta-rosa-eco-belle-64ef8bb1e85f1-large.png"
"T4UGDSCWA","Kit Preventivo Adeus Piolho 280 mL","","44","Kit Adeus Piolho","Em estoque","O Kit Adeus Piolho tem em sua composição o Vinagre de Quassia e óleo de Andiroba, uma solução natural usada na prevenção de piolhos e lêndeas.Ele atua inibindo a formação de quitina no exoesqueleto dos piolhos, evitando seu crescimento, além de dissolver o """"cimento"""" que prende as lêndeas ao cabelo. Sua ação é potencializada pela Quassia amara, atuando como inseticida de contato.Principais Ações e Benefícios:Inibição do Crescimento: O vinagre de Quassia interfere no ciclo de vida dos piolhos, impedindo o desenvolvimento.Facilita a Remoção: A acidez do vinagre ajuda a desprender as lêndeas (ovos) do fio de cabelo, tornando o uso do pente fino mais eficaz.Efeito Preventivo: Utilizado em shampoos e condicionadores, o composto cria um ambiente hostil para os piolhos, agindo como repelente.Cuidado Capilar: Além de combater parasitas, ajuda a amaciar, dar brilho e desembaraçar o cabelo.O Shanpoo e o Condicionador são de uso preventivo, muitas vezes combinado com outras matérias como óleo de Andiroba.�? recomendado seu uso regular para prevenir a reinfestação.O Kit Adeus Piolho tem Vinagre de Quassia e é considerado uma alternativa segura e natural aos tratamentos químicos, adequado para prevenir o reaparecimento de piolhos.Usando regularmente o piolho nao se instala nos cabelos.","https://images.yampi.me/assets/stores/grupo-ecobelle/uploads/images/kit-preventivo-adeus-piolho-280-ml-6a6eb0ed58bfe-large.png"
"3VQF4SU8K","Kit Protetor de Descoloração Eco Plex 2 Passos 300 ml","","210","Blond Hair","Em estoque","O KIT ECOPLEX protege a estrutura dos fios durante o processo de descoloração ou coloração, permitindo que o pó permaneça por mais tempo nos cabelos, promovendo melhores resultados sem danificar a fibra capilar. Elaborado com a exclusiva tecnologia Triplex System Technology que confere proteção à fibra, restauração, reposição de massa e selamento. Triplex System Technology é elaborada por aminoácidos, proteínas e extratos de alta performance, que confere o máximo em resultado de proteção, restauração, reposição de massa e selamento.","https://images.yampi.me/assets/stores/grupo-ecobelle/uploads/images/kit-protetor-de-descoloracao-eco-plex-2-passos-300-ml-6927aff0914bb-large.png"
"KRHCCVSJL","Kit Silver Platinum Bela Pro","","90","Kits Bela Pro","Em estoque","A linha Silver Platinum Bela Pro foi especialmente desenvolvida para cabelos loiros, descoloridos, com mechas ou grisalhos. Sua fórmula possui o poderoso Jaracol Violet 43 que tem a exclusiva propriedade de ocultar as matizes amarelas nos cabelos desbotados. O extrato de Macadâmia auxilia no condicionamento e hidratação deixando os cabelos mais emolientes. Resultado: Cabelos mais iluminados e macios!","https://images.yampi.me/assets/stores/grupo-ecobelle/uploads/images/kit-silver-platinum-bela-pro-66c69cdc562cf-large.png"
"ELVY4XSSY","Loção Noturna Manutenção Lama La Boue EcoBelle 300 mL","","40","Finalizadores","Em estoque","Loção Noturna La Boue Eco Belle 300 mL protege os fios das agressões do dia a dia e da radiação solar, com a formação de uma camada protetora, mantendo seus cabelos brilhantes, luminosos, macios, hidratados e efeito de cabelos nutridos, que são intensificados por agirem a noite toda. Desenvolvida com agentes catiônicos necessários para equilibrar as cargas estáticas dos cabelos, capazes de condicionar os fios, promovendo alta hidratação e suavidade, por possuírem uma estrutura diferenciada. Além dos catiônicos, a Loção Noturna possui agentes emolientes, silicones nobres, que promovem o condicionamento da fibra durante a aplicação; aditivos funcionais, aminoácidos capazes de agir sobre os fios promovendo o fortalecimento da estrutura capilar e reparação, polímeros formadores de filmes de alta performance e uma fragrância diferenciada, usada para deixar nos cabelos um perfume agradável após o tratamento. Modo de Uso: Após o uso do recondicionador La Boue, retire o excesso de água e aplique uma pequena quantidade da loção noturna La Boue apenas nas pontas e comprimento. Massageie e deixe agir por alguns minutos. Finalize como preferir.","https://images.yampi.me/assets/stores/grupo-ecobelle/uploads/images/locao-noturna-manutencao-lama-la-boue-ecobelle-300-ml-6927b31a76b00-large.png"
"CSH5ETU2N","Máscara Coco & Camomila by Vitória Lima EcoBelle 250g","","50","Máscaras","Em estoque","A linha Coco &amp; Camomila by Vitória Lima EcoBelle foi desenvolvida com esses dois maravilhosos ativos que proproporcionam juntos luminosidade e maciez aos cabelos. A camomila traz muitos benefícios aos fios além do brilho e luminosidade natural, acalma e refresca o couro cabeludo ao passo que faz uma limpeza delicada. Além disso as propriedades da camomila ajudam no processo de nutrição e hidratação, revitalizando os fios. Já o poderoso óleo de coco, presente nessa formulação, deixa os fios extremamente macios, penetra na fibra capilar, devolvendo os nutrientes que os cabelos precisam para fugir do aspecto ressecado.","https://images.yampi.me/assets/stores/grupo-ecobelle/uploads/images/mascara-coco-camomila-by-vitoria-lima-ecobelle-250g-667ac429c4e0b-large.png"
"5F5NZ9HN9","Máscara Curlys Cachos Bela Pro 300 g","","36","Bela Pro","Em estoque","A Máscara Curlys Cachos da Bela Pro compõe o kit desenvolvido especialmente para quem quer cuidar dos cachos com resultado de salão! Possui em sua formulação o poderoso óleo de Rícino que proporciona nutrição instantânea, também rico em vitamina E ajuda no fortalecimento e crescimento das madeixas. Outro ativo que compõe a formulação é famoso óleo de coco que além de promover hidratação e nutrição aos fios, diminui a opacidade dando brilho e melhor definição aos cachos.","https://images.yampi.me/assets/stores/grupo-ecobelle/uploads/images/mascara-curlys-cachos-bela-pro-300-g-653728639b65d-large.png"
"DVQRLRWYY","Máscara de Tratamento La Boue Blanc EcoBelle 500ml","","200","Máscaras","Em estoque","A Máscara para Tratamento de Alta Performance à base de Argila Branca com Aquiléia da Eco Belle possui fórmula especial para os cuidados dos cabelos. O extrato de Aquileia possui propriedade adstringente e reduz a secreção sebácea. Age como anti-inflamatório, cicatrizante e antisséptico.","https://images.yampi.me/assets/stores/grupo-ecobelle/uploads/images/mascara-de-tratamento-la-boue-blanc-ecobelle-500ml-6479f8ff1c5a8-large.png"
"9UV5KU3QQ","Máscara de Tratamento La Boue Verte EcoBelle 500ml","","200","Máscaras","Em estoque","A Máscara para Tratamento de Alta Performance à base de Argila Verde com Gerânio da Eco Belle possui fórmula especial para os cuidados dos cabelos. Composta por silicones nobres e polímeros multifuncionais que repõem as vitaminas e os sais minerais perdidos pelos processos químicos e agressões diárias nos cabelos. Entre inúmeros benefícios, o �"leo de Gerânio é perfeito para cabelos secos e oleosos. Age nas glândulas sebáceas presentes em nosso couro cabeludo regulando a secreção de sebo nutrindo e tonificando o couro cabeludo.","https://images.yampi.me/assets/stores/grupo-ecobelle/uploads/images/mascara-de-tratamento-la-boue-vert-ecobelle-500ml-647a0104c6827-large.png"
"X3DYUC6EA","Máscara do�^den Capim-Limão e Alecrim 250 g","","50","Máscaras","Em estoque","A Máscara Capim Limão e Alecrim Eco Belle foi desenvolvido tendo como ativo principal o óleo essencial de Capim Limão e Alecrim, juntos ajudam a controlar a oleosidade excessiva do couro cabeludo e fortalece os fios fracos e quebradiços sem ressecá-los. Enriquecido com silicones especiais trata as pontas secas dos cabelos, deixando os fios equilibrados da raiz às pontas.","https://images.yampi.me/assets/stores/grupo-ecobelle/uploads/images/mascara-doeden-capim-limao-alecrim-250-g-64ef961308e96-large.png"
"NBABPJVUS","Máscara Efeito Teia EcoBelle 1 kg *NOVA EMBALAGEM*","","150","Máscaras","Em estoque","Grupo EcoBelle: A beleza natural, social e ambiental. Transbordando amor e empreendedorismo.","https://images.yampi.me/assets/stores/grupo-ecobelle/uploads/images/mascara-efeito-teia-ecobelle-1-kg-nova-embalagem-68d6c2165a988-large.png"
"TJFJENBKK","Máscara HidraSim Bela Pro 300 g","","36","Bela Pro","Em estoque","A linha HidraSim da Bela Pro, foi desenvolvida para doar mais hidratação aos cabelos sensibilizados e devolver vida aos fios. Fórmula enriquecida com Pantenol, ativo fundamental para hidratação profunda dos fios por possuir o poder de atrair e reter a umidade dos cabelos, além de combater radicais livres. Silicones especiais também contemplam a formulação dando mais efeito aos cabelos danificados, resultando num cabelo macio, hidratado e com muito brilho!","https://images.yampi.me/assets/stores/grupo-ecobelle/uploads/images/mascara-hidrasim-bela-pro-300-g-65373a7bc11d5-large.png"
